ticker,name
1229,聯華
1530,亞崴
1590,亞德客-KY
2243,宏旭-KY
2330,台積電
2423,固緯
2442,新美齊
2481,強茂
2707,晶華
3045,台灣大
3046,建碁
3607,谷崧
5234,達興材料
6573,虹揚-KY
6994,富威電力
9944,新麗
1303,南亞
1451,年興
1614,三洋電
1617,榮星
1712,興農
1717,長興
1907,永豐餘
2008,高興昌
2031,新光鋼
2360,致茂
2380,虹光
2412,中華電
2453,凌群
2536,宏普
2606,裕民
2612,中航
2614,東森
2706,第一店
3037,欣興
3530,晶相光
4133,亞諾法
4439,冠星-KY
4440,宜新實業
4560,強信-KY
4576,大銀微系統
6168,宏齊
6446,藥華藥
8926,台汽電
8940,新天地
9937,全國
